"consignment_id","merchant_order_id","status","amount_to_be_collected","received_amount","plan_charge","cod_charge","recipient_name","entry_date","totals"
"ELR3OVFY","00124","DELIVERED","1000","1000","50","10","Poalsh vai","Apr 26, 2021","940"
"R25R5WEJ","123451","DELIVERED","500","500","50","5","Ashique","May 5, 2021","445"
"YSABALWL","123452","DELIVERED","700","700","50","7","Zaman","May 5, 2021","643"
"XCM17GWE","123453","DELIVERED","900","900","50","9","Rana","May 5, 2021","841"
"E57LHGQR","123454","DELIVERED","1100","1100","50","1","Limon","May 5, 2021","1049"
"Y5AOFTFA","123455","DELIVERED","1300","1300","50","3","Emran","May 5, 2021","1247"
"3884QQ4R","123458","RETURNED","1900","100","60","1","Shahadat","May 5, 2021","39"
"9RXCDYVZ","123459","RETURNED","2100","","60","","Faruq","May 5, 2021","-60"
"4J1FADXF","123456","PARTIAL DELIVERED","1500","1000","50","10","Shakil","May 5, 2021","940"
"ILVPBTGZ","123457","EXCHANGED","1700","1700","60","7","Shushanto","May 5, 2021","1633"
